entidad_nacimiento,Nivel Agregación,Rango_edad_2,fecha,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB,TOTAL
Tamaulipas,subdel,Entre 30 y 35 años,202507,603,556,47,0,33,32,1,0,33
Tlaxcala,subdel,Entre 30 y 35 años,202507,107,102,5,0,5,5,0,0,5
Veracruz,subdel,Entre 30 y 35 años,202507,2792,2603,189,0,224,215,9,0,224
Yucatán,subdel,Entre 30 y 35 años,202507,1793,1643,150,0,92,88,4,0,92
Zacatecas,subdel,Entre 30 y 35 años,202507,187,172,15,0,13,12,1,0,13
Chihuahua,subdel,Entre 35 y 40 años,202507,1397,1200,197,0,93,83,10,0,93
Ciudad de México,subdel,Entre 35 y 40 años,202507,5716,5363,353,0,299,287,12,0,299
Coahuila de Zaragoza,subdel,Entre 35 y 40 años,202507,1992,1828,164,0,281,268,13,0,281
Colima,subdel,Entre 35 y 40 años,202507,59,56,3,0,5,5,0,0,5
Durango,subdel,Entre 35 y 40 años,202507,264,249,15,0,17,17,0,0,17
Extranjero/Extranjera,subdel,Entre 35 y 40 años,202507,201,195,6,0,10,10,0,0,10
Tamaulipas,subdel,Entre 35 y 40 años,202507,544,500,44,0,18,15,3,0,18
Tlaxcala,subdel,Entre 35 y 40 años,202507,101,98,3,0,10,10,0,0,10
Veracruz,subdel,Entre 35 y 40 años,202507,2554,2404,150,0,208,200,8,0,208
Yucatán,subdel,Entre 35 y 40 años,202507,1729,1564,165,0,97,89,8,0,97
Zacatecas,subdel,Entre 35 y 40 años,202507,187,176,11,0,15,15,0,0,15
Chihuahua,subdel,Entre 40 y 45 años,202507,930,791,139,0,58,51,7,0,58
Ciudad de México,subdel,Entre 40 y 45 años,202507,5206,4900,306,0,323,319,4,0,323
Coahuila de Zaragoza,subdel,Entre 40 y 45 años,202507,1577,1441,136,0,218,203,15,0,218
Colima,subdel,Entre 40 y 45 años,202507,73,67,6,0,0,0,0,0,0
Durango,subdel,Entre 40 y 45 años,202507,231,206,25,0,18,17,1,0,18
Extranjero/Extranjera,subdel,Entre 40 y 45 años,202507,163,146,17,0,19,16,3,0,19
Tamaulipas,subdel,Entre 40 y 45 años,202507,442,410,32,0,27,27,0,0,27
Tlaxcala,subdel,Entre 40 y 45 años,202507,65,60,5,0,3,3,0,0,3
Veracruz,subdel,Entre 40 y 45 años,202507,2064,1928,136,0,190,183,7,0,190
Yucatán,subdel,Entre 40 y 45 años,202507,1322,1219,103,0,84,81,3,0,84
Zacatecas,subdel,Entre 40 y 45 años,202507,155,146,9,0,6,5,1,0,6
Chihuahua,subdel,Entre 45 y 50 años,202507,686,590,96,0,51,48,3,0,51
Ciudad de México,subdel,Entre 45 y 50 años,202507,4038,3760,278,0,241,234,7,0,241
Coahuila de Zaragoza,subdel,Entre 45 y 50 años,202507,1073,989,84,0,173,168,5,0,173
Colima,subdel,Entre 45 y 50 años,202507,48,43,5,0,4,4,0,0,4
Durango,subdel,Entre 45 y 50 años,202507,175,167,8,0,18,16,2,0,18
Extranjero/Extranjera,subdel,Entre 45 y 50 años,202507,126,112,14,0,17,17,0,0,17
Tamaulipas,subdel,Entre 45 y 50 años,202507,308,287,21,0,17,16,1,0,17
Tlaxcala,subdel,Entre 45 y 50 años,202507,53,50,3,0,1,1,0,0,1
Veracruz,subdel,Entre 45 y 50 años,202507,1551,1474,77,0,150,146,4,0,150
Yucatán,subdel,Entre 45 y 50 años,202507,891,829,62,0,87,86,1,0,87
Zacatecas,subdel,Entre 45 y 50 años,202507,112,105,7,0,9,9,0,0,9
Chihuahua,subdel,Entre 50 y 55 años,202507,446,389,57,0,50,49,1,0,50
Ciudad de México,subdel,Entre 50 y 55 años,202507,3287,3064,223,0,226,215,11,0,226
Coahuila de Zaragoza,subdel,Entre 50 y 55 años,202507,630,593,37,0,103,100,3,0,103
Colima,subdel,Entre 50 y 55 años,202507,35,32,3,0,2,2,0,0,2
Durango,subdel,Entre 50 y 55 años,202507,102,97,5,0,16,16,0,0,16
Extranjero/Extranjera,subdel,Entre 50 y 55 años,202507,86,77,9,0,10,10,0,0,10
Tamaulipas,subdel,Entre 50 y 55 años,202507,206,192,14,0,13,13,0,0,13
Tlaxcala,subdel,Entre 50 y 55 años,202507,43,41,2,0,4,4,0,0,4
Veracruz,subdel,Entre 50 y 55 años,202507,1000,936,64,0,101,91,10,0,101
Yucatán,subdel,Entre 50 y 55 años,202507,616,564,52,0,45,43,2,0,45
Zacatecas,subdel,Entre 50 y 55 años,202507,92,89,3,0,9,8,1,0,9
Chihuahua,subdel,Entre 55 y 60 años,202507,272,245,27,0,25,22,3,0,25
Ciudad de México,subdel,Entre 55 y 60 años,202507,1847,1712,135,0,152,149,3,0,152
Coahuila de Zaragoza,subdel,Entre 55 y 60 años,202507,394,373,21,0,62,61,1,0,62
Colima,subdel,Entre 55 y 60 años,202507,21,20,1,0,1,1,0,0,1
Durango,subdel,Entre 55 y 60 años,202507,64,62,2,0,7,7,0,0,7
Extranjero/Extranjera,subdel,Entre 55 y 60 años,202507,52,47,5,0,4,4,0,0,4
Tamaulipas,subdel,Entre 55 y 60 años,202507,109,103,6,0,13,13,0,0,13
Tlaxcala,subdel,Entre 55 y 60 años,202507,21,17,4,0,0,0,0,0,0
Veracruz,subdel,Entre 55 y 60 años,202507,520,491,29,0,67,62,5,0,67
Yucatán,subdel,Entre 55 y 60 años,202507,350,328,22,0,31,31,0,0,31
Zacatecas,subdel,Entre 55 y 60 años,202507,67,63,4,0,7,7,0,0,7
Chihuahua,subdel,Entre 60 y 65 años,202507,138,130,8,0,9,9,0,0,9
Ciudad de México,subdel,Entre 60 y 65 años,202507,901,862,39,0,54,54,0,0,54
Coahuila de Zaragoza,subdel,Entre 60 y 65 años,202507,203,192,11,0,33,32,1,0,33
Colima,subdel,Entre 60 y 65 años,202507,13,13,0,0,0,0,0,0,0
Durango,subdel,Entre 60 y 65 años,202507,28,28,0,0,1,1,0,0,1
Extranjero/Extranjera,subdel,Entre 60 y 65 años,202507,29,26,3,0,2,2,0,0,2
Tamaulipas,subdel,Entre 60 y 65 años,202507,85,82,3,0,4,4,0,0,4
Tlaxcala,subdel,Entre 60 y 65 años,202507,15,15,0,0,2,2,0,0,2
Veracruz,subdel,Entre 60 y 65 años,202507,299,290,9,0,29,29,0,0,29
Yucatán,subdel,Entre 60 y 65 años,202507,184,179,5,0,13,13,0,0,13
Zacatecas,subdel,Entre 60 y 65 años,202507,42,40,2,0,4,4,0,0,4
Chihuahua,subdel,Entre 65 y 70 años,202507,49,48,1,0,3,3,0,0,3
Ciudad de México,subdel,Entre 65 y 70 años,202507,350,339,11,0,18,18,0,0,18
Coahuila de Zaragoza,subdel,Entre 65 y 70 años,202507,50,50,0,0,9,9,0,0,9
Colima,subdel,Entre 65 y 70 años,202507,9,9,0,0,1,1,0,0,1
Durango,subdel,Entre 65 y 70 años,202507,15,14,1,0,2,2,0,0,2
Extranjero/Extranjera,subdel,Entre 65 y 70 años,202507,12,11,1,0,5,5,0,0,5
Tamaulipas,subdel,Entre 65 y 70 años,202507,19,19,0,0,3,3,0,0,3
Tlaxcala,subdel,Entre 65 y 70 años,202507,2,2,0,0,0,0,0,0,0
Veracruz,subdel,Entre 65 y 70 años,202507,106,104,2,0,4,4,0,0,4
Yucatán,subdel,Entre 65 y 70 años,202507,52,51,1,0,5,5,0,0,5
Zacatecas,subdel,Entre 65 y 70 años,202507,14,14,0,0,0,0,0,0,0
Chihuahua,subdel,Entre 70 y 75 años,202507,7,7,0,0,0,0,0,0,0
Ciudad de México,subdel,Entre 70 y 75 años,202507,95,92,3,0,2,2,0,0,2
Coahuila de Zaragoza,subdel,Entre 70 y 75 años,202507,10,10,0,0,2,2,0,0,2
Colima,subdel,Entre 70 y 75 años,202507,7,7,0,0,1,1,0,0,1
Durango,subdel,Entre 70 y 75 años,202507,1,1,0,0,0,0,0,0,0
Extranjero/Extranjera,subdel,Entre 70 y 75 años,202507,4,4,0,0,0,0,0,0,0
Tamaulipas,subdel,Entre 70 y 75 años,202507,5,5,0,0,0,0,0,0,0
Tlaxcala,subdel,Entre 70 y 75 años,202507,2,2,0,0,0,0,0,0,0
Veracruz,subdel,Entre 70 y 75 años,202507,24,24,0,0,0,0,0,0,0
Yucatán,subdel,Entre 70 y 75 años,202507,9,9,0,0,0,0,0,0,0
Zacatecas,subdel,Entre 70 y 75 años,202507,3,3,0,0,0,0,0,0,0
Chihuahua,subdel,75 años y más,202507,619,516,103,0,24,24,0,0,24
Ciudad de México,subdel,75 años y más,202507,6131,5365,766,0,144,136,8,0,144
Coahuila de Zaragoza,subdel,75 años y más,202507,387,334,53,0,13,13,0,0,13
Colima,subdel,75 años y más,202507,245,225,20,0,3,3,0,0,3
Durango,subdel,75 años y más,202507,373,333,40,0,12,11,1,0,12
Extranjero/Extranjera,subdel,75 años y más,202507,199,177,22,0,9,8,1,0,9
Tamaulipas,subdel,75 años y más,202507,669,601,68,0,22,22,0,0,22
Tlaxcala,subdel,75 años y más,202507,194,186,8,0,4,4,0,0,4
Veracruz,subdel,75 años y más,202507,840,754,86,0,24,22,2,0,24
Yucatán,subdel,75 años y más,202507,474,423,51,0,13,13,0,0,13
Zacatecas,subdel,75 años y más,202507,185,174,11,0,7,7,0,0,7
Chihuahua,subdel,Entre 15 y 20 años,202507,1015,883,132,0,46,44,2,0,46
Ciudad de México,subdel,Entre 15 y 20 años,202507,2692,2425,267,0,64,64,0,0,64
Coahuila de Zaragoza,subdel,Entre 15 y 20 años,202507,623,554,69,0,22,21,1,0,22
Colima,subdel,Entre 15 y 20 años,202507,228,208,20,0,5,5,0,0,5
Durango,subdel,Entre 15 y 20 años,202507,385,360,25,0,9,9,0,0,9
Tamaulipas,subdel,Entre 15 y 20 años,202507,555,509,46,0,27,26,1,0,27
Tlaxcala,subdel,Entre 15 y 20 años,202507,66,66,0,0,1,1,0,0,1
Veracruz,subdel,Entre 15 y 20 años,202507,671,595,76,0,23,21,2,0,23
Yucatán,subdel,Entre 15 y 20 años,202507,291,265,26,0,7,7,0,0,7
Zacatecas,subdel,Entre 15 y 20 años,202507,140,135,5,0,4,4,0,0,4
Chihuahua,subdel,Entre 20 y 25 años,202507,7029,5853,1176,0,412,386,26,0,412
Coahuila de Zaragoza,subdel,Entre 20 y 25 años,202507,3912,3469,443,0,241,218,23,0,241
Colima,subdel,Entre 20 y 25 años,202507,1461,1334,127,0,49,44,5,0,49
Durango,subdel,Entre 20 y 25 años,202507,2975,2729,246,0,135,131,4,0,135
Tamaulipas,subdel,Entre 20 y 25 años,202507,5325,4701,624,0,404,377,27,0,404
Tlaxcala,subdel,Entre 20 y 25 años,202507,1174,1110,64,0,36,33,3,0,36
Veracruz,subdel,Entre 20 y 25 años,202507,7832,6954,878,0,367,347,20,0,367
Yucatán,subdel,Entre 20 y 25 años,202507,3412,3088,324,0,130,122,8,0,130
Zacatecas,subdel,Entre 20 y 25 años,202507,1239,1138,101,0,55,54,1,0,55
Chihuahua,subdel,Entre 25 y 30 años,202507,7391,5983,1408,0,676,596,80,0,676
Ciudad de México,subdel,Entre 25 y 30 años,202507,42402,37551,4851,0,2440,2229,211,0,2440
Coahuila de Zaragoza,subdel,Entre 25 y 30 años,202507,4522,3975,547,0,416,372,44,0,416
Colima,subdel,Entre 25 y 30 años,202507,1390,1227,163,0,113,92,21,0,113
Durango,subdel,Entre 25 y 30 años,202507,3227,2894,333,0,214,197,17,0,214
Tamaulipas,subdel,Entre 25 y 30 años,202507,6197,5449,748,0,658,624,34,0,658
Tlaxcala,subdel,Entre 25 y 30 años,202507,1495,1388,107,0,91,86,5,0,91
Veracruz,subdel,Entre 25 y 30 años,202507,10990,9719,1271,0,833,773,60,0,833
Yucatán,subdel,Entre 25 y 30 años,202507,4513,4043,470,0,297,281,16,0,297
Zacatecas,subdel,Entre 25 y 30 años,202507,1459,1335,124,0,97,87,10,0,97
Chihuahua,subdel,Entre 30 y 35 años,202507,6607,5285,1322,0,778,685,93,0,778
Ciudad de México,subdel,Entre 30 y 35 años,202507,41988,37202,4786,0,3527,3220,307,0,3527
Coahuila de Zaragoza,subdel,Entre 30 y 35 años,202507,4315,3750,565,0,500,446,54,0,500
Colima,subdel,Entre 30 y 35 años,202507,1128,984,144,0,94,83,11,0,94
Durango,subdel,Entre 30 y 35 años,202507,2869,2480,389,0,262,233,29,0,262
Tamaulipas,subdel,Entre 30 y 35 años,202507,5504,4733,771,0,725,656,69,0,725
Tlaxcala,subdel,Entre 30 y 35 años,202507,1251,1161,90,0,74,71,3,0,74
Veracruz,subdel,Entre 30 y 35 años,202507,10318,9011,1307,0,1013,931,82,0,1013
Yucatán,subdel,Entre 30 y 35 años,202507,4332,3876,456,0,428,396,32,0,428
Zacatecas,subdel,Entre 30 y 35 años,202507,1159,1018,141,0,106,96,10,0,106
Chihuahua,subdel,Entre 35 y 40 años,202507,4623,3661,962,0,659,568,91,0,659
Ciudad de México,subdel,Entre 35 y 40 años,202507,36768,32897,3871,0,4074,3756,318,0,4074
Coahuila de Zaragoza,subdel,Entre 35 y 40 años,202507,3376,2878,498,0,450,393,57,0,450
Colima,subdel,Entre 35 y 40 años,202507,850,740,110,0,87,79,8,0,87
Durango,subdel,Entre 35 y 40 años,202507,1980,1718,262,0,188,167,21,0,188
Tamaulipas,subdel,Entre 35 y 40 años,202507,4110,3597,513,0,626,565,61,0,626
Tlaxcala,subdel,Entre 35 y 40 años,202507,939,868,71,0,82,75,7,0,82
Veracruz,subdel,Entre 35 y 40 años,202507,7892,6904,988,0,924,839,85,0,924
Yucatán,subdel,Entre 35 y 40 años,202507,3671,3287,384,0,425,395,30,0,425
Zacatecas,subdel,Entre 35 y 40 años,202507,987,866,121,0,130,116,14,0,130
Chihuahua,subdel,Entre 40 y 45 años,202507,3073,2446,627,0,486,415,71,0,486
Ciudad de México,subdel,Entre 40 y 45 años,202507,32300,29158,3142,0,4485,4176,309,0,4485
Coahuila de Zaragoza,subdel,Entre 40 y 45 años,202507,2438,2100,338,0,401,362,39,0,401
Colima,subdel,Entre 40 y 45 años,202507,634,528,106,0,94,81,13,0,94
Durango,subdel,Entre 40 y 45 años,202507,1346,1166,180,0,184,163,21,0,184
Tamaulipas,subdel,Entre 40 y 45 años,202507,2877,2500,377,0,475,431,44,0,475
Tlaxcala,subdel,Entre 40 y 45 años,202507,726,673,53,0,75,72,3,0,75
Veracruz,subdel,Entre 40 y 45 años,202507,5578,4895,683,0,799,749,50,0,799
Yucatán,subdel,Entre 40 y 45 años,202507,2826,2520,306,0,383,356,27,0,383
Zacatecas,subdel,Entre 40 y 45 años,202507,706,622,84,0,89,84,5,0,89
Chiapas,subdel,Entre 45 y 50 años,202507,1270,1145,125,0,201,192,9,0,201
Chihuahua,subdel,Entre 45 y 50 años,202507,2071,1656,415,0,386,344,42,0,386
Ciudad de México,subdel,Entre 45 y 50 años,202507,21690,19317,2373,0,3857,3542,315,0,3857
Coahuila de Zaragoza,subdel,Entre 45 y 50 años,202507,1628,1370,258,0,289,265,24,0,289
Colima,subdel,Entre 45 y 50 años,202507,349,279,70,0,50,43,7,0,50
Durango,subdel,Entre 45 y 50 años,202507,859,746,113,0,123,110,13,0,123
Tamaulipas,subdel,Entre 45 y 50 años,202507,1889,1635,254,0,354,332,22,0,354
Tlaxcala,subdel,Entre 45 y 50 años,202507,429,398,31,0,55,49,6,0,55
Veracruz,subdel,Entre 45 y 50 años,202507,3482,3045,437,0,626,577,49,0,626
Yucatán,subdel,Entre 45 y 50 años,202507,1701,1524,177,0,287,264,23,0,287
Zacatecas,subdel,Entre 45 y 50 años,202507,514,449,65,0,116,111,5,0,116
Chiapas,subdel,Entre 50 y 55 años,202507,738,656,82,0,153,141,12,0,153
Chihuahua,subdel,Entre 50 y 55 años,202507,1365,1090,275,0,313,283,30,0,313
Ciudad de México,subdel,Entre 50 y 55 años,202507,16738,15026,1712,0,3449,3232,217,0,3449
Coahuila de Zaragoza,subdel,Entre 50 y 55 años,202507,1062,897,165,0,205,193,12,0,205
Colima,subdel,Entre 50 y 55 años,202507,209,171,38,0,33,30,3,0,33
Durango,subdel,Entre 50 y 55 años,202507,609,516,93,0,126,116,10,0,126
Tamaulipas,subdel,Entre 50 y 55 años,202507,1279,1083,196,0,286,261,25,0,286
Tlaxcala,subdel,Entre 50 y 55 años,202507,267,245,22,0,49,48,1,0,49
Veracruz,subdel,Entre 50 y 55 años,202507,2195,1920,275,0,399,380,19,0,399
Yucatán,subdel,Entre 50 y 55 años,202507,1242,1109,133,0,262,244,18,0,262
Zacatecas,subdel,Entre 50 y 55 años,202507,416,363,53,0,78,72,6,0,78
Chiapas,subdel,Entre 55 y 60 años,202507,421,390,31,0,89,85,4,0,89
Chihuahua,subdel,Entre 55 y 60 años,202507,905,781,124,0,215,203,12,0,215
Ciudad de México,subdel,Entre 55 y 60 años,202507,10445,9501,944,0,2330,2188,142,0,2330
Coahuila de Zaragoza,subdel,Entre 55 y 60 años,202507,662,578,84,0,120,116,4,0,120
Colima,subdel,Entre 55 y 60 años,202507,132,114,18,0,26,22,4,0,26
Durango,subdel,Entre 55 y 60 años,202507,315,272,43,0,72,66,6,0,72
Tabasco,subdel,Entre 55 y 60 años,202507,323,288,35,0,62,54,8,0,62
Tamaulipas,subdel,Entre 55 y 60 años,202507,807,695,112,0,198,176,22,0,198
Tlaxcala,subdel,Entre 55 y 60 años,202507,130,123,7,0,18,18,0,0,18
Veracruz,subdel,Entre 55 y 60 años,202507,1142,1010,132,0,225,213,12,0,225
Yucatán,subdel,Entre 55 y 60 años,202507,705,633,72,0,177,162,15,0,177
Zacatecas,subdel,Entre 55 y 60 años,202507,303,275,28,0,77,76,1,0,77
Chiapas,subdel,Entre 60 y 65 años,202507,172,160,12,0,24,24,0,0,24
Chihuahua,subdel,Entre 60 y 65 años,202507,440,381,59,0,92,86,6,0,92
Ciudad de México,subdel,Entre 60 y 65 años,202507,5455,5072,383,0,1130,1094,36,0,1130
Coahuila de Zaragoza,subdel,Entre 60 y 65 años,202507,361,326,35,0,77,73,4,0,77
Colima,subdel,Entre 60 y 65 años,202507,65,56,9,0,13,11,2,0,13
Durango,subdel,Entre 60 y 65 años,202507,211,188,23,0,43,40,3,0,43
Tabasco,subdel,Entre 60 y 65 años,202507,130,117,13,0,21,20,1,0,21
Tamaulipas,subdel,Entre 60 y 65 años,202507,411,374,37,0,104,99,5,0,104
Tlaxcala,subdel,Entre 60 y 65 años,202507,109,100,9,0,16,15,1,0,16
Veracruz,subdel,Entre 60 y 65 años,202507,591,527,64,0,107,103,4,0,107
Yucatán,subdel,Entre 60 y 65 años,202507,342,311,31,0,59,55,4,0,59
Zacatecas,subdel,Entre 60 y 65 años,202507,192,169,23,0,43,42,1,0,43
Chiapas,subdel,Entre 65 y 70 años,202507,61,57,4,0,8,8,0,0,8
Chihuahua,subdel,Entre 65 y 70 años,202507,164,152,12,0,42,41,1,0,42
Ciudad de México,subdel,Entre 65 y 70 años,202507,2037,1907,130,0,353,344,9,0,353
Coahuila de Zaragoza,subdel,Entre 65 y 70 años,202507,127,118,9,0,25,24,1,0,25
Colima,subdel,Entre 65 y 70 años,202507,29,28,1,0,4,4,0,0,4
Durango,subdel,Entre 65 y 70 años,202507,73,66,7,0,10,10,0,0,10
Tabasco,subdel,Entre 65 y 70 años,202507,48,46,2,0,12,12,0,0,12
Tamaulipas,subdel,Entre 65 y 70 años,202507,154,138,16,0,29,29,0,0,29
Tlaxcala,subdel,Entre 65 y 70 años,202507,44,41,3,0,4,3,1,0,4
Veracruz,subdel,Entre 65 y 70 años,202507,217,196,21,0,32,31,1,0,32
Yucatán,subdel,Entre 65 y 70 años,202507,103,97,6,0,21,21,0,0,21
Zacatecas,subdel,Entre 65 y 70 años,202507,88,80,8,0,20,20,0,0,20
Chiapas,subdel,Entre 70 y 75 años,202507,11,10,1,0,2,2,0,0,2
Chihuahua,subdel,Entre 70 y 75 años,202507,36,35,1,0,7,7,0,0,7
Ciudad de México,subdel,Entre 70 y 75 años,202507,556,508,48,0,90,89,1,0,90
Coahuila de Zaragoza,subdel,Entre 70 y 75 años,202507,45,42,3,0,8,8,0,0,8
Colima,subdel,Entre 70 y 75 años,202507,8,5,3,0,0,0,0,0,0
Durango,subdel,Entre 70 y 75 años,202507,25,21,4,0,3,3,0,0,3
Tabasco,subdel,Entre 70 y 75 años,202507,8,7,1,0,2,1,1,0,2
Tamaulipas,subdel,Entre 70 y 75 años,202507,52,48,4,0,15,15,0,0,15
Tlaxcala,subdel,Entre 70 y 75 años,202507,11,9,2,0,2,2,0,0,2
Veracruz,subdel,Entre 70 y 75 años,202507,79,71,8,0,13,13,0,0,13
Yucatán,subdel,Entre 70 y 75 años,202507,27,27,0,0,4,4,0,0,4
Zacatecas,subdel,Entre 70 y 75 años,202507,24,23,1,0,3,3,0,0,3
Ciudad de México,subdel,Entre 20 y 25 años,202507,34534,30594,3939,1,1157,1060,97,0,1157
